orderNo,contact,serviceList,partList,status,createdOn,vertical,totalAmount,subTotal,discount,approved,Final Status
18718,2358,|Parts Delivery,|Kabuli Used Genuine - MAP Sensor Civic 1996-2000,ORDER_COMPLETED, June,PARTS_LOGISTICS,1500,1500,0,T,completed
18719,3786,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18720,3213,|Mechanical Diagnosis,,CANCELLED, June,DIAGNOSIS,400,400,0,T,cancelled
18721,4180,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18722,4181,|Parts Delivery,|Kabuli Used Genuine - Steering Rack Corolla 2008-2020|Unbranded Thailand - Steering Rack Corolla,CANCELLED, June,PARTS_LOGISTICS,28050,28050,0,F,cancelled
18723,727,|Parts Delivery,|Hyundai Genuine - Air Filter Elantra 2020-2022,ORDER_COMPLETED, June,PARTS_LOGISTICS,3000,3250,250,T,completed
18724,4157,|Parts Delivery,|Unbranded Local - Door Handle,CANCELLED, June,PARTS_LOGISTICS,2200,2200,0,T,cancelled
18725,4182,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18726,94,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Swift|Suzuki Genuine - Front Bumper Spacer Set - Swift 2008 - 2021|Kabuli Used Genuine - Lower Control Arm Set Swift 2008-2022|Kabuli Used Genuine - Front Disc Swift 2008-2022|Kabuli Used Genuine - Brake Caliper LHS Swift 2008-2022|Kabuli Used Genuine - Axle Assy Complete swift LHS 2008-2022|Kabuli Used Genuine - Balance Rod Swift 2008-2022|Unbranded Thailand - Balance Rod Bush Swift 2008-2022|Kabuli Used Genuine - Alloy Rim Swift 2008-2022|Kabuli Used Genuine - Shock Absorber Rear Swift 2008-2022|Kabuli Used Genuine - Dead Axle Tube Swift 2008-2022|Denso - Electrical Components - Horn Set |Unbranded China - Fog Lamp Set - Swift 2008 - 2021|Kabuli Used Genuine - Front Guadri - Cross Member Swift 2008-2022|Kabuli Used Genuine - Axle RHS Complete Swift 2008-2022|Kabuli Used Genuine - Brake Drum Rear LHS Swift 2008-2022|Kabuli Used Genuine - Brake Shoe Plate Swift 2008-2022|KOYO Bearing - Rear Wheel Bearing Swift |Seiken - Brake Fluid Dot 3 355ml|NTN Bearing - Front Wheel Bearing Swift|Kabuli Used Genuine - Shock Absorber FR Complete Swift 2008-2022|Kabuli Used Genuine - knuckle with Bearing Swift 2008-2022|Kabuli Used Genuine - Linker  Swift 2008-2022|Kabuli Used Genuine - Door Cushion (per Side),ORDER_COMPLETED, June,PARTS_LOGISTICS,102820,111120,0,T,completed
18729,3963,|Parts Delivery,,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18730,4183,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18731,4184,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18732,4185,|Maintece & Tuning,,CANCELLED, June,PREVENTIVE,1000,2000,0,T,cancelled
18733,2633,|Parts Delivery,|Denso-Spark Plug,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,5600,5600,0,T,completed
18734,4186,|Parts Delivery,|Suzuki Genuine - Front Door Khokha New Cultus|Suzuki Genuine - Rear Door Khokha New Cultus,CANCELLED, June,PARTS_LOGISTICS,54250,54250,0,F,cancelled
18735,3612,|Parts Delivery,|Kabuli Used Genuine - Headlight Rh Move 2011-2014|Kabuli Used Genuine - Bonnet Chrome Move 2011-2014|Kabuli Used Genuine - Wiper Shield Cover Rh Move 2011-2014|Kabuli Used Genuine - Wiper Shield Cover Lh Move 2011-2014|Unbranded China - Wheel Cap 4PC Set,CANCELLED, June,PARTS_LOGISTICS,51730,51730,0,F,cancelled
18736,4187,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18739,4190,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18740,4191,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18741,4191,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18742,4045,|Scanning & Error Resolution,,PARTS_COST_INPUT_DONE, June,PREVENTIVE,0,500,500,T,completed
18744,4192,|Parts Delivery,|Kabuli Used Genuine -Manual Axle Both Cuore |Kabuli Used Genuine -Auto Axle Both Cuore,CANCELLED, June,PARTS_LOGISTICS,11750,11750,0,F,cancelled
18745,4193,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18746,4194,|Oil Change (Basic Maintece),,ORDER_COMPLETED, June,PREVENTIVE,500,500,0,T,completed
18747,4195,|Parts Delivery,|Kabuli Used Genuine - Headlight set Spectra|Kabuli Used Genuine - Taillight set Spectra,CANCELLED, June,PARTS_LOGISTICS,31250,31250,0,F,cancelled
18748,4196,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18749,4197,|Parts Delivery,|Kabuli Used Genuine - GearBox 3 solenoid with exchange City,CANCELLED, June,PARTS_LOGISTICS,37250,37250,0,F,cancelled
18750,4198,|Parts Delivery,|Suzuki Genuine - Roof  Without piller Cultus,CANCELLED, June,PARTS_LOGISTICS,14250,14250,0,F,cancelled
18751,4178,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,0,400,400,T,completed
18752,1940,|Parts Delivery,|Seiken -  Brake Oil - 355ml Dot 3,ORDER_COMPLETED, June,PARTS_LOGISTICS,11520,11520,0,T,completed
18753,2358,|Parts Delivery,|Kabuli Used Genuine - Current Coil Corolla 2008-2014|Ngk-Spark Plug |Nasa - Lubrication - Carburetor Spray 650ML|Ct Taiwan - Gasket - Tappet Cover Packing Corolla 2008-2014|Unbranded China - Fuel Filter Corolla,ORDER_COMPLETED, June,PARTS_LOGISTICS,13890,13890,0,T,completed
18754,1940,|Parts Delivery,|Seiken -  Brake Oil - 355ml Dot 3,ORDER_COMPLETED, June,PARTS_LOGISTICS,25032,26400,1368,T,completed
18755,4199,|Parts Delivery,|Unbranded China - Taillight Corolla |Unbranded Taiwan - Fuel Tank Corolla ,CANCELLED, June,PARTS_LOGISTICS,5450,5450,0,F,cancelled
18756,4200,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18757,3408,|Parts Delivery,|Kabuli Used Genuine - Engine Assembly IQ,CANCELLED, June,PARTS_LOGISTICS,62200,62200,0,F,cancelled
18759,4200,|Parts Delivery,|Unbranded China - Current Coil Corolla,ORDER_COMPLETED, June,PARTS_LOGISTICS,7200,7200,0,T,completed
18760,4201,|Maintece & Tuning,|Liqui Moly - Engine Oil 0w-20 1 Litre |Toyota Genuine-Oil Filter|Leppon - Air Filter Dayz,FIRST_FOLLOWUP, June,PREVENTIVE,9375,10375,0,F,NA
18761,1842,|Parts Delivery,|Daewoo - Battery DLB 180,ORDER_COMPLETED, June,PARTS_LOGISTICS,197600,197600,0,T,completed
18762,2920,|Parts Delivery,|Unbranded China - Floor Mating Passo 2010-2015|Unbranded Local - Mud Flap Passo|Kabuli Used Genuine - Rear Shock Absorber 2PC Set Passo 2010-2015|Kabuli Used Genuine - Front Shock Absorber 2PC Set Passo 2010-2015|Kabuli Used Genuine - Window Motor Passo,ORDER_COMPLETED, June,PARTS_LOGISTICS,11750,11750,0,T,completed
18763,4202,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18764,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18765,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18766,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18767,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18768,4204,|AC Installation,,QUOTED, June,NON_PREVENTIVE,50000,50000,0,F,NA
18769,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18770,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18771,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18772,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18773,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18774,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18775,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18776,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18777,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18778,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18779,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18780,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18781,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18782,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18783,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18784,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18785,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18786,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18787,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18788,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18789,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18790,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18791,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18792,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18793,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18794,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18795,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18796,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18797,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18798,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18799,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18800,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18801,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18802,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18803,4203,|Emergency Response Service,,CANCELLED, June,EMERGENCY,750,750,0,F,cancelled
18804,4205,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18805,4206,|Premium Car Wash |Engine Room Degreasing,,ORDER_COMPLETED, June,CAR_SPA,1000,2000,1000,T,completed
18806,4207,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18807,4206,|Premium Car Wash ,,CANCELLED, June,CAR_SPA,1600,1600,0,T,cancelled
18808,4208,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18809,4209,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18810,2716,|Valet,|Unbranded China - Side Mirrors Left Side Cultus 2000-2017,ORDER_COMPLETED, June,VALET,550,1050,500,T,completed
18811,4210,|Parts Delivery,|Kabuli Used Genuine - Gearbox Alto Japani,CANCELLED, June,PARTS_LOGISTICS,44200,44200,0,F,cancelled
18812,4211,|Parts Delivery,|Kabuli Used Genuine - Relay 4Pin ,CANCELLED, June,PARTS_LOGISTICS,400,400,0,F,cancelled
18813,4212,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18814,94,|Windscreen Replacement|Parts Delivery,|LSH Taiwan - Rearscreen Corolla 2014-21,ORDER_COMPLETED, June,NON_PREVENTIVE,13300,13300,0,T,completed
18815,4213,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18816,1052,|Maintece & Tuning,|Guard - Oil Filter Suzuki|Shell - Engine Oil Shell 4 Liter 20W-50|Ngk-Spark Plug ,ORDER_COMPLETED, June,PREVENTIVE,6280,7280,1000,T,completed
18817,4214,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18819,4215,|Parts Delivery,|HKP - Engine Parts - Piston 13211-2061|Seiken - Brake Master Cylinder SK80651|Seiken -  Brake Oil - Brake Fluid DOT 4 1Liter |NPR - Engine Parts - Liner L16094-GB,ORDER_COMPLETED, June,PARTS_LOGISTICS,300000,300250,250,T,completed
18820,4216,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18821,2358,|Parts Delivery,|Unbranded China - Shock Absorber Mount Old Cultus|Nippon - Axle Boot Old Cultus ,ORDER_COMPLETED, June,PARTS_LOGISTICS,3800,3830,30,T,completed
18822,3998,|Rework Diagnosis,,ORDER_COMPLETED, June,REWORK,1,1,0,T,completed
18823,120,|Parts Delivery,|Unbranded - Paint Invoice # 007|Unbranded - Paint Invoice # 008|Unbranded - Paint Invoice # 009|Unbranded - Paint Invoice # 010|Unbranded - Paint Invoice # 011|Unbranded - Paint Invoice # 012|Unbranded - Paint Invoice # 013,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,60492,60492,0,T,completed
18824,4217,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,400,400,0,T,completed
18825,2358,|Parts Delivery,|Unbranded China - Steering Boot Cultus EFI,ORDER_COMPLETED, June,PARTS_LOGISTICS,700,700,0,T,completed
18826,3672,|Parts Delivery,|Unbranded - Top cover|Unbranded - Microfiber Cloth|Osaka  - Electric Tape,ORDER_COMPLETED, June,PARTS_LOGISTICS,5500,5500,0,T,completed
18828,4218,|Parts Delivery,|Guard - Brake Fluid 500 ml Carton,ORDER_COMPLETED, June,PARTS_LOGISTICS,143000,143000,0,T,completed
18833,4041,|AC Diagnosis,,CANCELLED, June,DIAGNOSIS,400,400,0,T,cancelled
18834,1077,|Parts Delivery,|Suzuki Genuine - Fog Lamp Cover set Swift |Unbranded China - Wiper Blade Swift|Unbranded China - Wiper Nozzles Swift,ORDER_COMPLETED, June,PARTS_LOGISTICS,1600,1600,0,T,completed
18835,1656,|Oil Change (Basic Maintece),|Toyota Genuine-Oil Filter|Toyota Genuine-Air Filter|Toyota Genuine - Engine Oil 0W-20,CANCELLED, June,PREVENTIVE,8895,8895,0,T,cancelled
18836,3278,|Premium Car Wash ,,ORDER_COMPLETED, June,CAR_SPA,1600,1600,0,T,completed
18837,3278,|Premium Car Wash ,,CANCELLED, June,CAR_SPA,1600,1600,0,T,cancelled
18838,120,|Parts Delivery,|CVS  - Induction Motor Karcher 1800W |Unbranded China - Karcher Pipe High Quality 8Meter,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,21850,21850,0,T,completed
18839,4219,|Electrical Diagnosis,,CANCELLED, June,DIAGNOSIS,400,400,0,T,cancelled
18840,4220,|Oil Change (Basic Maintece),|Leppon - Oil Filter |Leppon - Air Filter Corolla 08-2020|Shell - Engine Oil 10W-40 | 4 Liter,QUOTED, June,PREVENTIVE,5116,5516,400,F,NA
18841,4221,|Maintece & Tuning|Brake Service - 4 Tyre|Intercleaning,|Guard - Oil Filter Suzuki|Guard - Air Filter Mehran EFI 2013-2019|Shell - Engine Oil 10w-40 | 3 Liter  ,CANCELLED, June,PREVENTIVE,10995,11795,0,F,cancelled
18843,3288,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18844,120,|Parts Delivery,|Unbranded - Paint Invoice # 014|Unbranded - Paint Invoice # 015,ORDER_COMPLETED, June,PARTS_LOGISTICS,28128,28128,0,T,completed
18845,200,|Electrical Diagnosis|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,800,800,0,T,completed
18846,22,|Parts Delivery,"|Unbranded - Paint Invoice Alto Japanese, Cultuss & Cultus Nashit |Unbranded - Fiber ",PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,10750,10750,0,T,completed
18847,460,|Oil Change (Basic Maintece),,ORDER_COMPLETED, June,PREVENTIVE,500,500,0,T,completed
18848,4222,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Alto 2019-2022|Suzuki Genuine -Headlight RH Alto 2019-2021|Suzuki Genuine - Headlight LH Alto 2019-2021|Suzuki Genuine - Front Left Fender|Suzuki Genuine - Front Right Fender|Suzuki Genuine - Door Left Front Alto 2018-2022|Unbranded Local - Wiper Alto Pakistani|Suzuki Genuine - Front Axle Alto Pakistani|Suzuki Genuine - Front Wind Screen|Suzuki Genuine - Wiper Shield Alto 2019-2021|Suzuki Genuine - Dashboard Assy Alto 2018-2021|Suzuki Genuine - Bonnet Alto Pakistani,CANCELLED, June,PARTS_LOGISTICS,78700,78700,0,F,cancelled
18849,4222,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Cultus 2014 |SKI Taiwan - Body Parts - Rear Bumper Cultus 2014|Unbranded Local - Bonnet Cultus 2000-2017|Unbranded China - Headlight RH Cultus 2008-17|Unbranded China - Headlight LH Cultus 2008-17|Unbranded China - Taillight Cultus 1Set 2008-17 |Unbranded China - Fender Light Cultus Efi |Unbranded Local - Fender  Front RH Cultus EFI |Unbranded Local - Fender Front LH Cultus EFI |Unbranded China - Rear Bumper Bracket Cultus EFI |Unbranded Local -  Door Panal Cultus|Unbranded Local - Front  Guadri Cultus 2008-17,CANCELLED, June,PARTS_LOGISTICS,38300,38300,0,F,cancelled
18850,3672,|Parts Delivery,|KYB Thailand - Front Shock Absorber Set Vezel,ORDER_COMPLETED, June,PARTS_LOGISTICS,32000,32000,0,T,completed
18851,2633,|Parts Delivery,|Aisin CLutch & Pressure - Clutch & Pressure Plate Set Alto|NTN / KOYO - Clutch Release Bearing Alto VXR  2000-2012,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,10300,10300,0,T,completed
18852,120,|Parts Delivery,|Kabuli Used Genuine - Current Coil Corolla 2014-2020 Altis ,CANCELLED, June,PARTS_LOGISTICS,14250,14250,0,T,cancelled
18853,1842,|Electric Work,|Branded - Selector 50 Ampere |Branded - Breaker 32 Ampere|Branded - 7/29 Wire|Branded - 3/29 Wire|Branded - Panel Box|Branded - 3 Phase Breaker 50A|Branded - Tape|Branded - Wire Clip Packet |Branded - 40/76 Two Core,ORDER_COMPLETED, June,NON_PREVENTIVE,27650,27650,0,T,completed
18854,4223,|Parts Delivery,|Kabuli Used Genuine - Current Coil Corolla 2014-2020 Altis ,ORDER_COMPLETED, June,PARTS_LOGISTICS,14250,14250,0,T,completed
18855,3401,|Parts Delivery,|Toyota Genuine - Front Bumper Fielder 2012-2019,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,12250,12250,0,F,cancelled
18856,4224,|Parts Delivery,|Kabuli Used Genuine - Front Bulkhead Picanto,CANCELLED, June,PARTS_LOGISTICS,800,800,0,F,cancelled
18860,4225,|Parts Delivery,"|TAIHO - Engine Parts - Main Bigend Bearing M218H-R218H|TAIHO - Engine Parts - Main Bigend Bearing M146H-R219H|Seiken - Wheel Brake Cylinder SC80893R / 2-5/16""",PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,161000,161250,250,T,completed
18864,3401,|Parts Delivery,|Unbranded Taiwan - Front Bumper Corolla 2008-2014|Kabuli Used Genuine -Front Bumper Corolla,CANCELLED, June,PARTS_LOGISTICS,15250,15250,0,F,cancelled
18865,4226,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Cultus 2014 ,CANCELLED, June,PARTS_LOGISTICS,1900,1900,0,F,cancelled
18866,4227,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18867,4228,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18868,3782,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,400,400,0,T,completed
18869,3264,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,400,400,0,T,completed
18870,3811,|Parts Delivery,|Seiken - Brake Fluid|Nasa - Lubrication - Carburetor Spray 650ML,ORDER_COMPLETED, June,PARTS_LOGISTICS,16250,16250,0,T,completed
18871,52,|Maintece & Tuning,|Leppon - Filters - Oil Filter Sienta |Leppon - Filters - Air Filter Sienta |Havoline - Oil & Additives - Engine Oil 4Liter 5W-30 ,ORDER_COMPLETED, June,PREVENTIVE,8000,9063,263,T,completed
18872,3008,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18873,619,|Maintece & Tuning,|Leppon - Oil Filter  Swift pakistani 2008-2021|Leppon - Air Filter Swift Pakistani 2008-2021|Shell - Engine Oil Shell  20W-50 | 4 Liter,FIRST_FOLLOWUP, June,PREVENTIVE,5545,6345,0,F,NA
18874,1840,|Parts Delivery,|Unbranded China - Insulator Yaris ,ORDER_COMPLETED, June,PARTS_LOGISTICS,1050,1050,0,T,completed
18875,1840,|Parts Delivery,|Unbranded China - Insulator Alto Pakistani New,ORDER_COMPLETED, June,PARTS_LOGISTICS,1050,1050,0,T,completed
18876,4229,|Scanning & Error Resolution|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, June,PREVENTIVE,2000,4000,1200,T,completed
18877,4230,|Maintece & Tuning,,CANCELLED, June,PREVENTIVE,1200,2000,0,T,cancelled
18878,2920,|Parts Delivery,|AGI Windscreen - Front Wind Screen Passo|Unbranded China - Silicon|Kabuli Used Genuine - Door Glass Master Panel Passo,ORDER_COMPLETED, June,PARTS_LOGISTICS,11750,11750,0,T,completed
18879,2902,|Parts Delivery,|Unbranded Taiwan - Side Mirror  base Premio,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,1300,1300,0,T,completed
18880,4231,|Oil Change (Basic Maintece),|Leppon - Oil Filter|Leppon - Air Filter Corolla 08-2020|Caltex - Oil & Addtives (Havoline) - Engine Oil 10W-30 4Liter ,FIRST_FOLLOWUP, June,PREVENTIVE,5494,5494,0,F,NA
18881,4232,|Parts Delivery,|KYB Thailand - Rear Shock Absorber Alto Pakistani 2000-2012,CANCELLED, June,PARTS_LOGISTICS,6750,6750,0,F,cancelled
18882,4233,|Maintece & Tuning,,ORDER_COMPLETED, June,PREVENTIVE,1200,2000,0,T,completed
18883,3482,|Catalytic Cleaning|Maintece & Tuning,|Leppon - Filters - Oil Filter Mira |Leppon - Air Filter Mira 2011-2021 & Pixis|Toyota Genuine - Engine Oil Petron Plus 3 liter10W-30,ORDER_COMPLETED, June,PREVENTIVE,6825,7625,0,T,completed
18884,4234,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,400,400,0,T,completed
18885,2358,|Parts Delivery,|Kabuli Used Genuine - Sensor Cam Reborn|Kabuli Used Genuine - Sensor Crank Reborn,CANCELLED, June,PARTS_LOGISTICS,3300,3300,0,T,cancelled
18886,2358,|Parts Delivery,|Shell - Engine Oil 20w-50 | 3 Liter|Guard - Filters - Oil Filter Chamber|Guard - Filters - Air Filter Chamber|Ngk Plugs - Spark Plug Chamber|Unbranded Local - Washer|Guard - Brake Fluid 350cc,ORDER_COMPLETED, June,PARTS_LOGISTICS,4570,4570,0,T,completed
18887,4235,|Maintece & Tuning,,CANCELLED, June,PREVENTIVE,1200,2000,0,T,cancelled
18888,200,|Bulb Replacement|Grip Replacement|Complete Engine Care,|Honda Genuine-Oil Filter Honda|Leppon - Air Filter city 03-08|Shell - Engine Oil Shell  20W-50 | 4 Liter|Unbranded Japan - Headlight Bulb City Chuha 2003-2008|Unbranded China - Headlight Bulb Holder City Chuha 2003-2008|Unbranded China - Battery Water ,QUOTED, June,NON_PREVENTIVE,15925,18425,0,F,NA
18889,4217,|Complete Engine Care|Brake Service - 4 Tyre,|Leppon - Air Filter Cultus 2017-2021|Osaka Green - Coolant & Anti-Freeze,ORDER_COMPLETED, June,PREVENTIVE,4670,6847,177,T,completed
18890,4236,|Maintece & Tuning|Catalytic Cleaning,,FIRST_FOLLOWUP, June,PREVENTIVE,2700,3500,0,F,NA
18891,4237,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18892,3264,|Brake Service - 4 Tyre|Complete Engine Care|Radiator Service|AC Service|Full Body Compound Treatment,|Osaka Green - Coolant & Anti-Freeze,ORDER_COMPLETED, June,PREVENTIVE,16200,16248,48,T,completed
18893,3159,|Parts Delivery,,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18894,3159,|Parts Delivery,|Kabuli Used Genuine -Front Bumper Land Cruiser|Unbranded Taiwan - Front Bumper Land Cruiser|TYC Taiwan - Headlight Set Land Cruiser|Kabuli Used Genuine - Front Bumper Light Set Land Cruiser|Kabuli Used Genuine -Front Fender R/S Land Cruiser|Kabuli Used Genuine -Back Door R/S Khokha Land Cruiser|Unbranded Taiwan - Taillight Set Land Cruiser,CANCELLED, June,PARTS_LOGISTICS,142250,142250,0,F,cancelled
18895,4238,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18896,727,|Battery Replacement,|Daewoo Battery - Battery DIN666,CANCEL_ON_QUOTATION, June,NON_PREVENTIVE,16750,16750,0,F,cancelled
18897,2670,|Parts Delivery,|General Tyre - Tyre Soft 185/65/R15,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,9950,9950,0,F,cancelled
18898,4239,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18899,3399,|Parts Delivery,|Havoline - Engine Oil 20W-50 4 Liter|Havoline - Engine Oil 3 Liter 20W-50,CANCELLED, June,PARTS_LOGISTICS,51000,51000,0,T,cancelled
18900,4240,|Parts Delivery,|Kabuli Used Genuine - Taillight Set Alto 2001,CANCELLED, June,PARTS_LOGISTICS,2750,2750,0,F,cancelled
18901,4241,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18902,2633,|Parts Delivery,|Toyota Genuine - Trunk chrome Garnish Corolla 2014-2021|Toyota Genuine - VVTI Fender Monogram Corolla,ORDER_COMPLETED, June,PARTS_LOGISTICS,4050,4050,0,T,completed
18903,3782,|Brake Replacement - 2 Tyre ,|Mk - Front Brake Pad Mira 2011-2017,ORDER_COMPLETED, June,NON_PREVENTIVE,3915,3915,0,T,completed
18904,4242,|Parts Delivery,|Unbranded Local - Front Door Panel Bolan|Suzuki Genuine - Bolan Trunk,CANCELLED, June,PARTS_LOGISTICS,13550,13550,0,F,cancelled
18905,4243,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18906,4244,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
