orderNo,contact,serviceList,partList,status,createdOn,vertical,totalAmount,subTotal,discount,approved,Final Status
18907,2316,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear)|Maintece & Tuning,|Mk - Brake Parts - Front Brake Pad Vitz 2017-2021|Mk - Brake Parts - Rear Brake Shoe Vitz 2017-2021|Kabuli Used Genuine - Current Coil Vitz 2017-2021|Toyota Genuine - Oil Filter Catraidge|Leppon - Filters - Air Filter Vitz 2017-2021|Hyundai Genuine - Hyundai Exteer - Engine Oil 20W-50 4 Liter,CANCELLED, June,NON_PREVENTIVE,23000,24539,1539,T,cancelled
18908,4245,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18909,377,|Wiper Rubber Replacement ,|Unbranded China - Wiper Blade,ORDER_COMPLETED, June,NON_PREVENTIVE,2500,2830,330,T,completed
18910,4246,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18911,4247,|Maintece & Tuning,,ORDER_COMPLETED, June,PREVENTIVE,1200,2000,0,T,completed
18912,3776,|Parts Delivery,|Unbranded Local - Bumper Rear + Clips Mehran|Unbranded Local - Bumper Front + Clips Mehran,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,2250,2250,0,F,cancelled
18913,3776,|Parts Delivery,|Unbranded China - Air Press Cuore,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,1250,1250,0,F,cancelled
18914,3672,|Parts Delivery,|Meguiars - NXT Wax|Meguiars - Deep Crystal car wash 2ltr|Abro - Glass Cleaner|Unbranded Local - Wax Pad,ORDER_COMPLETED, June,PARTS_LOGISTICS,8800,8800,0,T,completed
18915,579,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear),|MK - Brake Part - Front Brake Pad Wagon R Japanese 2012-2017|MK Japan - Brake Part - Rear Brake Shoe Wagon R Japanese 2014-2017,ORDER_COMPLETED, June,NON_PREVENTIVE,10850,10850,0,T,completed
18916,3944,|Parts Delivery,|Koolex - Radiator mehran 1988-2012,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,7750,7750,0,F,cancelled
18917,2358,|Parts Delivery,|Unbranded China -  Front Brake Disc Chuha City |Mk -Front Brake Pad City( 2003-2008),ORDER_COMPLETED, June,PARTS_LOGISTICS,6750,6750,0,T,completed
18918,3513,|Parts Delivery,|Unbranded Local - Steering Wheel alto pakistani 2000-2012|Unbranded Local - Steering Wheel Soft alto pakistani 2000-2012,CANCELLED, June,PARTS_LOGISTICS,5250,5250,0,F,cancelled
18919,4248,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18921,4250,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18922,4251,|Parts Delivery,|Toyota Genuine - Oil Pump Corolla|Toyota Genuine - Timing Chain Corolla|Toyota Genuine - Timing adjuster Corolla,CANCELLED, June,PARTS_LOGISTICS,27750,27750,0,F,cancelled
18923,3843,|Parts Delivery,|Kabuli Used Genuine - Crankshaft Ravi 2014,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,8750,8750,0,F,cancelled
18924,4116,|Parts Delivery,,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18925,4252,|Parts Delivery,|Kabuli Used Genuine - Hybrid Battery with motor with exchange Axio 2015,CANCELLED, June,PARTS_LOGISTICS,135250,135250,0,F,cancelled
18926,4253,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18927,4252,|Parts Delivery,|Kabuli Used Genuine - catalytic converter Mira 2011-2017|Unbranded China - Catalytic Converter With Fitting Mira 2011-2017,CANCELLED, June,PARTS_LOGISTICS,75250,75250,0,F,cancelled
18928,4254,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18929,4255,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18930,4256,|Maintece & Tuning,,CANCELLED, June,PREVENTIVE,1200,2000,0,T,cancelled
18931,1035,|Parts Delivery,|Seiken - Brake Fluid|Flamingo - Car Cleaner |Aisin Coolant - Coolant & Anti-Freeze  1Liter|Aisin Coolant - Coolant  & Anti Freeze 4ltr,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,6920,6920,0,F,cancelled
18932,4257,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18933,727,|Battery Replacement,,CANCELLED, June,NON_PREVENTIVE,750,750,0,F,cancelled
18934,579,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear),,CANCELLED, June,NON_PREVENTIVE,3400,3400,0,F,cancelled
18935,4258,|Parts Delivery,|Kabuli Used Genuine - Map Sensor|Kabuli Used Genuine - Tp Sensor,CANCELLED, June,PARTS_LOGISTICS,4750,4750,0,F,cancelled
18936,4259,|Parts Delivery,|Kabuli Used Genuine -  Complete Dashboard Civic|Kabuli Used Genuine - Roof Civic |Kabuli Used Genuine - Seat Civic ,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18937,4258,|Parts Delivery,|Kabuli Used Genuine -  Complete Dashboard Civic,CANCELLED, June,PARTS_LOGISTICS,5750,5750,0,F,cancelled
18938,4120,|Parts Delivery,|Guard - Brake Fluid 350ml,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,510,510,0,F,cancelled
18939,4260,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18940,4261,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18941,4262,|Parts Delivery,|Kabuli Used Genuine - Hybrid Battery cell Aqua,CANCELLED, June,PARTS_LOGISTICS,2750,2750,0,F,cancelled
18943,4263,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18944,4264,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,400,400,0,T,completed
18945,4265,|Parts Delivery,|Suzuki Genuine -Front Bumper Alto 2019-2021|Suzuki Genuine - Rear Bumper Alto 2018-22|Suzuki Genuine - Front Left Fender|Suzuki Genuine - Front Right Fender|Suzuki Genuine -Headlight RH Alto 2019-2021|Suzuki Genuine - Headlight LH Alto 2019-2021|Suzuki Genuine - Taillight Alto 2019-2021|Suzuki Genuine - Bonnet Alto Pakistani|Suzuki Genuine - Trunk Alto 2019-2021|Kabuli Used Genuine - Door khokha set Alto Pakistani 2018-2022,CANCELLED, June,PARTS_LOGISTICS,137550,137550,0,F,cancelled
18946,4266,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18947,10,|Fuel Refill,,PAYMENT_COLLECTED_GURU, June,NON_PREVENTIVE,3100,3100,0,T,completed
18948,4267,|Maintece & Tuning,|Leppon - Oil Filter|Leppon - Filters - Air Filter Every |Shell - Engine Oil 10w-40 | 3 Liter  ,QUOTED, June,PREVENTIVE,6224,6224,0,F,NA
18949,148,|Complete Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,1200,1500,300,T,completed
18950,4268,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18951,675,|Battery Replacement,,ORDER_COMPLETED, June,NON_PREVENTIVE,0,750,750,T,completed
18952,4268,|Parts Delivery,|Unbranded China - Trunk light set Corolla,CANCELLED, June,PARTS_LOGISTICS,3750,3750,0,F,cancelled
18953,4268,|Parts Delivery,|Kabuli Used Genuine -  Side Mirrors Set Mehran,CANCELLED, June,PARTS_LOGISTICS,4250,4250,0,F,cancelled
18954,4269,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18955,4269,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18957,4270,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18958,4271,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18959,4272,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18960,4272,|Parts Delivery,|Unbranded Local - Jet Black Folding Shade|Unbranded Local - Jet Black Folding Shade Wagon R,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,1600,1600,0,F,cancelled
18961,2358,|Parts Delivery,|Kabuli Used Genuine - ECU Card City ,CANCELLED, June,PARTS_LOGISTICS,37750,37750,0,F,cancelled
18962,4042,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18963,2633,|Parts Delivery,|Unbranded China - Pedal Rubber|Unbranded - Top cover|Unbranded China - Wiper Rubber ,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,5680,5680,0,T,completed
18965,579,|Disc Turning (Front And Rear)|Brake Replacement - 4 Tyre,,CANCELLED, June,NON_PREVENTIVE,3400,3400,0,T,cancelled
18966,3159,|Parts Delivery,|Mitubishi Japan - 5pk 1300 Belt,ORDER_COMPLETED, June,PARTS_LOGISTICS,1500,1500,0,T,completed
18967,4273,|Maintece & Tuning,,FIRST_FOLLOWUP, June,PREVENTIVE,1200,2000,0,F,NA
18968,3864,|Parts Delivery,|Kabuli Used Genuine - Hybrid Battery Aqua 2012 - 20,CANCELLED, June,PARTS_LOGISTICS,90250,90250,0,F,cancelled
18969,4264,|Clutch Cylinder Replacement |Self/Start Dismantling & Reassembly,|BGF Taiwan - Clutch Master Cylinder Chuha City|BGF Taiwan Brake & Clutch Parts - Clutch Slave Cylinder Chuha City ,QUOTED, June,NON_PREVENTIVE,8965,9000,35,T,NA
18970,4256,|Maintece & Tuning,,ORDER_COMPLETED, June,PREVENTIVE,1200,2000,0,T,completed
18972,3264,|Premium Car Wash ,,ORDER_COMPLETED, June,CAR_SPA,1200,1200,0,T,completed
18973,4274,|Mechanical Diagnosis|Electrical Diagnosis|AC Diagnosis|Maintece & Tuning,,ORDER_COMPLETED, June,DIAGNOSIS,2400,3200,0,T,completed
18974,3184,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
18975,3711,|Radiator Service,|Unbranded China - Washer Nozzle Cultus 2000-2017,ORDER_COMPLETED, June,NON_PREVENTIVE,1920,1920,0,T,completed
18976,4024,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear)|Drum Facing|Complete Engine Care|Foundation Replacement|Transmission Oil Change|Premium Car Wash |Suspension Replacement/Repair,|Mk - Brake Parts - Front Brake Pad Hijet |Mk - Brake Parts - Rear Brake Shoe Hijet|Shell - Engine Oil 10w-40 | 3 Litre  |Kabuli Used Genuine - Gear Foundation Hijet 2013|Leppon - Air Filter Hijet|Leppon - Oil Filter 90915-yzzE1 c932|Denso - Spark Plug Iridium Hijet|Koyo Bearing - Rear Wheel Bearing Hijet ,QUOTED, June,NON_PREVENTIVE,48896,50896,0,F,NA
18977,3782,|Suspension Replacement/Repair|Windscreen Replacement,|XYG - Windscreen - Front Wind Screen Mira 2011-2017,CANCELLED, June,NON_PREVENTIVE,23900,23900,0,F,cancelled
18978,2998,|Fender Shield Installation|Foundation Replacement|Wiper Rubber Replacement ,|Unbranded China - Fender Shield Esse 2005-2011|Kabuli Used Genuine - Engine Foundation Esse 2005-2011|Unbranded China - Wiper Blade,QUOTED, June,NON_PREVENTIVE,10956,10956,0,F,NA
18979,4275,|Premium Car Wash ,,ORDER_COMPLETED, June,CAR_SPA,1600,1600,0,T,completed
18980,4236,|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,0,400,400,T,completed
18982,3856,|Complete Engine Care,,ORDER_COMPLETED, June,PREVENTIVE,2000,4000,0,T,completed
18983,4276,|Complete Engine Care,,ORDER_COMPLETED, June,PREVENTIVE,2500,5000,0,T,completed
18984,4277,|Complete Engine Care,|Leppon - Oil Filter|Leppon - Filters - Air Filter Alto Pakistani 19-21|Suzuki Genuine New Models- Engine Oil Ultimate 3Liter 10W-40|Ngk - Spark Plug Iridium Alto Pakistani 19-21,QUOTED, June,PREVENTIVE,9524,11524,0,F,NA
18985,4278,|Scanning & Error Resolution,,CANCELLED, June,PREVENTIVE,500,500,0,T,cancelled
18988,634,|Fuel Refill,,ORDER_COMPLETED, June,NON_PREVENTIVE,2600,2600,0,T,completed
18989,3264,|Fan Motor Replacement ,|Kabuli Used Genuine - Fan Motor Mini Pajero |Leppon - Filters - Cabin Filter Mini Pajero ,QUOTED, June,NON_PREVENTIVE,4250,4250,0,F,NA
18990,183,|Oil Change (Basic Maintece),|Leppon - Oil Filter Coure 2000-2012|Guard - Air Filter Coure 2000-2012|Opet- Turkey - Engine Oil 20w-50 4L,ORDER_COMPLETED, June,PREVENTIVE,3755,4238,483,T,completed
18991,6,|Parts Delivery,|Kabuli Used Genuine - Side Mirror RH Passo 2010-2015|Kabuli Used Genuine - Taillight RH Passo 2010-2015,ORDER_COMPLETED, June,PARTS_LOGISTICS,24400,24400,0,T,completed
18992,4274,|Foundation Replacement|Radiator Service|Brake Service - 4 Tyre|Catalytic Cleaning,|Leppon - Oil Filter Ek wagon|Leppon - Air Filter Ek Wagon|Toyota Genuine - Engine Oil Petron Plus 3 liter10W-30|Kabuli Used Genuine - Front Shocker Absorber Mounting Ek Wagon ,QUOTED, June,NON_PREVENTIVE,16304,16304,0,F,NA
18994,1180,|Scanning & Error Resolution,,ORDER_COMPLETED, June,PREVENTIVE,500,500,0,T,completed
18995,74,|Parts Delivery,|Toyota Genuine - Door Glass RHS FR Corolla 2014-2021|Toyota Genuine - Side Skirts L/S Corolla 2017-2021|Toyota Genuine -Rear Bumper Corolla 2018-2021|Kabuli Used Genuine - Fr Door RHS Corolla 2017-20,ORDER_COMPLETED, June,PARTS_LOGISTICS,63097,79572,0,T,completed
18998,2358,|Parts Delivery,|Nippon - Axle Boot Riborn|WD-40 Lubrication - WD-40 450ml,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,1300,1300,0,T,completed
18999,3053,|Complete Engine Care|Long Distance Surcharge,,ORDER_COMPLETED, June,PREVENTIVE,2500,4500,0,T,completed
19000,4279,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19001,4280,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19002,4281,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19003,4282,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19004,4283,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19005,4284,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19006,4285,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19007,3776,|Parts Delivery,|Kabuli Used Genuine - Carburettor Cuore 2000- 2012,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,7750,7750,0,F,cancelled
19008,4286,|Maintece & Tuning,,CANCELLED, June,PREVENTIVE,1200,2000,0,F,cancelled
19009,4287,|Parts Delivery,|Kabuli Used Genuine - Engine Assembly Corolla,CANCELLED, June,PARTS_LOGISTICS,90250,90250,0,F,cancelled
19010,4288,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19011,4289,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19012,3615,|Parts Delivery,|Toyota Genuine - Brake Pad  Vigo|Advics - Brake Pad VIGO,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,19200,19200,0,F,cancelled
19013,3776,|Parts Delivery,|Kabuli Used Genuine - Control Arm Kia Pride|Kabuli Used Genuine - Steering Rack Kia Pride,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,11250,11250,0,F,cancelled
19014,3444,|Parts Delivery,|SKI Taiwan - Front Bumper Swift Pakistani|Suzuki Genuine - Bonnet Swift Pakistani|Kabuli Used Genuine - Complete Suspension Swift,CANCELLED, June,PARTS_LOGISTICS,88250,88250,0,F,cancelled
19015,4290,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19016,4291,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19017,4292,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19018,4293,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19019,4294,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19020,727,|Premium Car Wash ,,ORDER_COMPLETED, June,CAR_SPA,1600,1600,0,T,completed
19021,4295,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19022,4296,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19024,4042,|Parts Delivery,|Unbranded Taiwan - Bonnet Corolla 2014-2017|Malaysia - Front Bumper With Clips Corolla 2014-2017 |Unbranded Taiwan -Front Fender R/S Corolla  2014-2017,CANCELLED, June,PARTS_LOGISTICS,34050,34050,0,F,cancelled
19025,1079,|Body & Paint Inspection,,ORDER_COMPLETED, June,DIAGNOSIS,250,250,0,T,completed
19026,4297,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19027,4298,|Parts Delivery,|Kabuli Used Genuine - Bonnet Alto Pakistani 2018-2022,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,16750,16750,0,F,cancelled
19028,4299,|Parts Delivery,|Kabuli Used Genuine - ECU Card Mercedez  C Class,CANCELLED, June,PARTS_LOGISTICS,11250,11250,0,F,cancelled
19029,3743,|Parts Delivery,|Unbranded China - Side Skirt Corner Hilux,ORDER_COMPLETED, June,PARTS_LOGISTICS,2350,2350,0,T,completed
19030,3444,|Parts Delivery,|Honda Genuine - Front Bumper Beam Civic ,ORDER_COMPLETED, June,PARTS_LOGISTICS,5200,5200,0,T,completed
19031,4300,|Parts Delivery,|Nasa - Lubrication - Carburetor Spray 650ML|Max Bearing - Wheel Bearing Mehran|Seiken -  Brake Oil - Brake Fluid 1 Carton ,CANCELLED, June,PARTS_LOGISTICS,13470,13470,0,F,cancelled
19032,183,|Basic Car Wash,,ORDER_COMPLETED, June,CAR_SPA,720,800,0,T,completed
19033,4301,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19034,4302,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19035,4303,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19036,4304,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19037,3994,|Parts Delivery,|Cherry - Japan - Complete Kit Ravi|TAIHO - Engine Parts - Main Bigend Bearing Set Ravi|FUJI - Engine Parts - Valve Ravi|Micro Tech -Local Guide Ravi|TP- Engine Parts - Piston Ring Ravi|ART - Engine Parts - Piston Ravi |HKP - Engine Parts - Piston Ravi,CANCELLED, June,PARTS_LOGISTICS,17300,17300,0,F,cancelled
19038,1079,|Door Paint|Denting Repair|Rear Fender Repair|Rear Fender Paint,,ORDER_COMPLETED, June,NON_PREVENTIVE,15000,16500,1500,T,completed
19039,2920,|Parts Delivery,|Toyota Genuine - Front Brake Pad fortuner 2020 ,ORDER_COMPLETED, June,PARTS_LOGISTICS,13000,13000,0,T,completed
19040,2358,|Parts Delivery,|RBI - Suspension - Control Arm bush,ORDER_COMPLETED, June,PARTS_LOGISTICS,2050,2050,0,T,completed
19044,4305,|Maintece & Tuning|Intercleaning,|Leppon - Air Filter Civic 2001-2006|Leppon - Oil Filter Honda|Caltex - Oil & Addtives - Engine Oil 20W-40 4Liter,FIRST_FOLLOWUP, June,PREVENTIVE,10545,11345,0,F,NA
19045,1041,|Coolant Top Up,|Nasa - Lubrication - Coolant 1Liter ,ORDER_COMPLETED, June,PREVENTIVE,809,842,8,T,completed
19046,4306,|Maintece & Tuning,,CANCELLED, June,PREVENTIVE,1200,2000,0,T,cancelled
19047,4307,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19049,4308,|Battery Jump Start,,ORDER_COMPLETED, June,EMERGENCY,500,750,250,T,completed
19050,4309,|Parts Delivery,|Kabuli Used Genuine - Bonnet Corolla 2002-08,CANCELLED, June,PARTS_LOGISTICS,15250,15250,0,F,cancelled
19051,2798,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19053,4310,|Parts Delivery,|NTN - Bearing - Wheel Bearing Corolla 2008-2014,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,3000,3000,0,T,completed
19054,4311,|Maintece & Tuning|Gasket Replacement,|Ct Taiwan - Gasket - Head Gasket Mehran Euro ,QUOTED, June,NON_PREVENTIVE,6105,6105,0,F,NA
19055,4312,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19056,4313,|Parts Delivery,|Seiken - Brake Fluid|Guard - Brake Fluid|7CF - Interior Polish ,ORDER_COMPLETED, June,PARTS_LOGISTICS,10700,10700,0,T,completed
19057,120,|Parts Delivery,|Unbranded China - Headlight 2PC Set Alto Pakistani 2000-12|Unbranded China - Taillight 2PC Set Alto VXR |Unbranded China - Fog Lamp Cover Without Whole 2PC set City 2009-2015,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,15610,15610,0,T,completed
19058,4314,|Maintece & Tuning,|Leppon - Oil Filter Honda|Leppon - Air Filter Civic 2001-2006|Zic - Oil & Additives - Engine Oil 4Liter 20W-50 ,FIRST_FOLLOWUP, June,PREVENTIVE,6700,7500,0,F,NA
19059,386,|Oil Change (Basic Maintece),|Honda Genuine-Oil Filter Honda|Honda Genuine - Air Filter city  09-21|Honda Genuine - Engine Oil 10W-30 4 liter,ORDER_COMPLETED, June,PREVENTIVE,7980,7980,0,T,completed
19060,120,|Parts Delivery,|Nasa - Lubrication - Carburetor Spray 650ML|ARIEL Surf 1KG |SKI Taiwan - Body Parts - Front Bumper Mehran|SKI Taiwan - Body Parts - Rear Bumper Mehran|Unbranded China - Door Outer Handle Cultus EFI |Unbranded China - Door Inner Handle Cultus EFi |Unbranded China - Door Ledge Front Lh Cultus EFi |Kabuli Used Genuine - Throttle Body Cultus EFi 2008-2017,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,28612,28612,0,T,completed
19061,3059,|Rework Diagnosis,,ORDER_COMPLETED, June,REWORK,0,1,1,T,completed
19062,120,|Parts Delivery,|Unbranded - Paint Invoice # 016|Unbranded - Paint Invoice # 017,PARTS_COST_INPUT_DONE, June,PARTS_LOGISTICS,25848,25848,0,T,completed
19063,2358,|Parts Delivery,|Unbranded China - Axle Outer Reborn,CANCELLED, June,PARTS_LOGISTICS,3700,3700,0,T,cancelled
19064,1052,|Rework,,ORDER_COMPLETED, June,REWORK,0,1,1,T,completed
19065,4315,|Battery Replacement,,CANCELLED, June,NON_PREVENTIVE,750,750,0,T,cancelled
19067,4316,|Mechanical Diagnosis,,CANCELLED, June,DIAGNOSIS,400,400,0,T,cancelled
19068,4317,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19069,4318,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19070,4268,|Parts Delivery,|Unbranded China - RHS Side Mirror base Alto Pakistani 2018-2022,CANCELLED, June,PARTS_LOGISTICS,1400,1400,0,F,cancelled
19071,4319,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19072,3325,|Parts Delivery,|AGI Windscreen - Front Windscreen Corolla 2014-2021,CANCEL_ON_QUOTATION, June,PARTS_LOGISTICS,9250,9250,0,F,cancelled
19073,4320,|Maintece & Tuning|Mechanical Diagnosis,,ORDER_COMPLETED, June,DIAGNOSIS,2400,2400,0,T,completed
19074,4321,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19075,4322,|Parts Delivery,|NIBK - Brake Parts - Brake Pad Vigo Front|NIBK - Brake Parts - Brake Disc Front Set Vigo,CANCELLED, June,PARTS_LOGISTICS,24750,24750,0,F,cancelled
19078,2562,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19080,4323,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19082,4324,|Parts Delivery,,CANCELLED, June,PARTS_LOGISTICS,250,250,0,F,cancelled
19083,94,|Windscreen Replacement,|Fuyao - Front Wind Screen City 2019-20,ORDER_COMPLETED, June,NON_PREVENTIVE,14680,19900,0,T,completed
19084,4325,|Maintece & Tuning,,ORDER_COMPLETED, June,PREVENTIVE,1200,2000,0,T,completed
